번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
493,47400,유니온머티리얼,32302,"내화, 비내화 요업제품 제조업","42,000,000","21,000,000,000",500,원(KRW),055-580-4135,대구광역시 달서구  성서공단남로 151,779
494,11330,유니켐,31501,"가죽, 가방 및 유사제품 제조업","54,955,905","27,477,952,500",500,원(KRW),031-491-3751,경기도 안산시 단원구 해봉로 38,779
495,77500,유니퀘스트,74605,기계장비 및 관련 물품 도매업,"27,147,791","13,573,895,500",500,원(KRW),031-708-9988,"경기도 성남시 분당구  황새울로 314 (서현동,유니퀘스트빌딩)",779
496,2920,유성기업,33003,자동차 신품 부품 제조업,"25,947,500","12,973,750,000",500,원(KRW),02-564-2351,충청남도 아산시 둔포면 아산밸리동로 22,779
497,700,유수홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,"26,041,812","65,104,530,000","2,500",원(KRW),02-3770-6868,서울특별시 영등포구 국제금융로2길 25 유수홀딩스,779
498,3470,유안타증권,116601,금융 지원 서비스업,"199,596,576","1,062,543,940,000","5,000",원(KRW),02-3770-2000,서울 중구 을지로2가 185번지 동양종합금융증권빌딩,779
499,11690,유양디앤유,32601,반도체 제조업,"55,792,109","27,896,054,500",500,원(KRW),031-350-7437,경기도 화성시  팔탄면 율암길 223,779
500,72130,유엔젤,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","13,195,454","6,597,727,000",500,원(KRW),031-710-6200,경기도 성남시 분당구 황새울로240번길 3,779
501,220,유유제약,32102,의약품 제조업,"6,368,587","8,042,972,000","1,000",원(KRW),043-652-7981,충청북도 제천시  바이오밸리1로 94,779
502,1200,유진증권,116601,금융 지원 서비스업,"96,866,418","537,592,090,000","5,000",원(KRW),02-368-6114,서울특별시 영등포구 국제금융로 24 (여의도동),779
503,100,유한양행,32102,의약품 제조업,"12,209,354","62,227,710,000","5,000",원(KRW),02-828-0181,서울특별시 동작구  노량진로 74,779
504,3460,유화증권,116601,금융 지원 서비스업,"11,340,483","74,178,840,000","5,000",원(KRW),02-3770-0100,서울특별시 영등포구  국제금융로2길 36 유화증권빌딩,779
505,8730,율촌화학,32202,플라스틱제품 제조업,"24,800,000","14,776,380,000",500,원(KRW),02-822-0022,서울특별시 동작구 여의대방로 112 도연관 15층,779
506,8250,이건산업,31602,나무제품 제조업,"9,373,525","46,867,625,000","5,000",원(KRW),032-760-0800,인천광역시 남구 염전로 91,779
507,25820,이구산업,32402,1차 비철금속 제조업,"33,442,000","16,721,000,000",500,원(KRW),031-494-2929,경기도 평택시 포승읍 포승공단로 42 이구산업(주),779
508,214320,이노션,137103,광고업,"20,000,000","10,000,000,000",500,원(KRW),02-2016-2300,서울특별시 강남구 강남대로 308,779
509,88260,이리츠코크렙,126801,부동산 임대 및 공급업,"63,341,590","31,670,795,000",500,원(KRW),02-787-0000,서울특별시 강남구 삼성로 511,779
510,139480,이마트,74701,종합 소매업,"27,875,819","139,379,095,000","5,000",원(KRW),02-380-5678,서울특별시 성동구  뚝섬로 377,779
511,7660,이수페타시스,32602,전자부품 제조업,"41,268,398","41,268,398,000","1,000",원(KRW),053-610-0300,대구광역시 달성군  논공읍 논공로53길 36 이수페타시스,779
512,5950,이수화학,32001,기초 화학물질 제조업,"15,278,000","76,390,000,000","5,000",원(KRW),02-590-6600,서울특별시 서초구 사평대로 84 이수화학,779
513,15020,이스타코,126801,부동산 임대 및 공급업,"42,851,600","21,425,800,000",500,원(KRW),02-2643-7922,서울특별시 양천구 오목로 325 대학빌딩 5층,779
514,93230,이아이디,74607,기타 전문 도매업,"152,188,696","30,437,739,200",200,원(KRW),031-8027-8855,경기도 광주시 곤지암읍 경충대로 425 4층,779
515,102460,이연제약,32102,의약품 제조업,"16,770,000","8,385,000,000",500,원(KRW),02-3407-5218,"서울특별시 강남구 영동대로 416 8층 (대치동, 코스모타워)",779
516,84680,이월드,189102,유원지 및 기타 오락관련 서비스업,"90,509,897","90,509,897,000","1,000",원(KRW),053-620-0001,대구광역시 달서구  두류공원로 200,779
517,760,이화산업,74607,기타 전문 도매업,"2,800,000","14,000,000,000","5,000",원(KRW),02-2007-5555,서울특별시 영등포구 선유동2로 70 (당산동 5가),779
518,14990,인디에프,31401,봉제의복 제조업,"58,932,995","29,466,497,500",500,원(KRW),02-3456-9000,서울특별시 강남구  테헤란로104길 21,779
519,6490,인스코비,106102,전기 통신업,"89,473,464","44,736,732,000",500,원(KRW),070-7510-3448,"서울특별시 금천구  디지털로9길 47 (가산동, 한신아이티타워2차306-2호)",779
520,23800,인지컨트롤스,33003,자동차 신품 부품 제조업,"15,160,128","7,580,064,000",500,원(KRW),031-496-1725,"경기도 시흥시  군자천로 171 (정왕동, 시화공단2다504)",779
521,34590,인천도시가스,43502,연료용 가스 제조 및 배관공급업,"4,374,754","21,873,770,000","5,000",원(KRW),-1600-0002,인천광역시 서구  백범로934번길 23,779
522,129260,인터지스,84903,도로 화물 운송업,"29,747,874","14,873,937,000",500,원(KRW),051-604-3333,부산광역시 중구  충장대로9번길 52 마린센터 13층,779
523,23810,인팩,33003,자동차 신품 부품 제조업,"10,000,000","5,000,000,000",500,원(KRW),02-3432-3333,서울특별시 송파구 백제고분로 450 -,779
524,249420,일동제약,32102,의약품 제조업,"21,591,413","21,591,413,000","1,000",원(KRW),25263114,서울특별시 서초구 바우뫼로27길 2,779
525,230,일동홀딩스,116409,기타 금융업,"10,490,296","10,490,296,000","1,000",원(KRW),02-526-3114,서울특별시 서초구  바우뫼로27길 2 일동제약빌딩,779
526,13360,일성건설,64102,토목 건설업,"54,024,880","27,012,440,000",500,원(KRW),032-429-3270,"인천광역시 남동구  인하로507번길 80 (구월동, 태광프라자402호)",779
527,3120,일성신약,32102,의약품 제조업,"2,660,000","13,300,000,000","5,000",원(KRW),02-3271-8800,서울특별시 용산구  원효로84길 9,779
528,3200,일신방직,31301,방적 및 가공사 제조업,"2,400,000","12,000,000,000","5,000",원(KRW),02-3774-0114,서울특별시 영등포구  은행로 11,779
529,7110,일신석재,74606,"건축자재, 철물 및 난방장치 도매업","77,456,610","38,728,305,000",500,원(KRW),02-487-9009,서울특별시 강동구 성내로 19 서경빌딩 6층,779
530,7570,일양약품,32102,의약품 제조업,"19,045,984","48,727,660,000","2,500",원(KRW),02-570-3700,경기도 용인시 기흥구  하갈로 110,779
531,8500,일정실업,31303,편조원단 제조업,"1,200,000","6,000,000,000","5,000",원(KRW),031-493-0031-5,경기도 안산시 단원구 산성로 21 (초지동),779
532,81000,일진다이아,32004,기타 화학제품 제조업,"11,277,975","11,277,975,000","1,000",원(KRW),02-707-9076,충청북도 음성군  대소면 대금로 157,779
533,20760,일진디스플,32601,반도체 제조업,"28,314,440","14,157,220,000",500,원(KRW),031-680-0212,충청북도 음성군  대소면 대금로 157,779
534,20150,일진머티리얼즈,32602,전자부품 제조업,"46,110,835","23,055,417,500",500,원(KRW),02-707-9060,전라북도 익산시 석암로3길 63-25,779
535,103590,일진전기,32803,절연선 및 케이블 제조업,"37,080,390","37,080,390,000","1,000",원(KRW),02-707-9781,경기도 화성시  만년로 905-17,779
536,15860,일진홀딩스,116409,기타 금융업,"49,347,483","49,852,615,000","1,000",원(KRW),031-220-0500,경기도 화성시  만년로 905-17,779
537,226320,잇츠한불,32004,기타 화학제품 제조업,"21,929,315","10,964,657,500",500,원(KRW),02-3450-0343,서울특별시 강남구 언주로 634,779
538,33240,자화전자,32602,전자부품 제조업,"17,900,000","8,950,000,000",500,원(KRW),043-210-7114,충청북도 청원군  북이면 충청대로 1217,779
539,950,전방,31301,방적 및 가공사 제조업,"1,680,000","8,400,000,000","5,000",원(KRW),02-2122-6000,"서울특별시 서대문구  서소문로 21 (충정로3가, 충정타워)",779
540,194370,제이에스코퍼레이션,31501,"가죽, 가방 및 유사제품 제조업","13,335,601","1,333,560,100",100,원(KRW),02-2040-3400,서울특별시 강남구 개포로 640,779
541,25620,제이준코스메틱,32004,기타 화학제품 제조업,"26,512,400","13,256,200,000",500,원(KRW),02-2193-9500,인천광역시 남동구 남동대로 405 (남촌동 614),779
542,30000,제일기획,137103,광고업,"115,041,225","23,008,245,000",200,원(KRW),02-3780-2114,서울특별시 용산구  이태원로 222 제일기획,779
543,271980,제일약품,32102,의약품 제조업,"14,704,872","7,352,436,000",500,원(KRW),02-549-7451,서울특별시 서초구 사평대로 343 제일약품 사옥,779
544,1560,제일연마,32309,기타 비금속 광물제품 제조업,"10,000,000","5,000,000,000",500,원(KRW),054-285-8401,경상북도 포항시 남구 대송로101번길 34(장흥동),779
545,2620,제일파마홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,"4,345,507","2,172,753,500",500,원(KRW),02-549-7451,서울특별시 서초구 사평대로 343,779
546,6220,제주은행,116401,은행 및 저축기관,"22,128,774","110,643,870,000","5,000",원(KRW),064-720-0200,제주특별자치도 제주시  오현길 90 (이도일동),779
547,89590,제주항공,85101,항공 여객 운송업,"26,356,758","131,783,790,000","5,000",원(KRW),070-7420-1986,제주특별자치도 제주시 신대로 64 3층,779
548,4910,조광페인트,32004,기타 화학제품 제조업,"12,800,000","6,400,000,000",500,원(KRW),051-304-7701-5,부산광역시 사상구  삼덕로 5 148,779
549,4700,조광피혁,31501,"가죽, 가방 및 유사제품 제조업","6,649,138","34,245,690,000","5,000",원(KRW),043-270-5311-3,"충청북도 청주시 흥덕구 공단로126번길 97 (송정동, 공단2브럭)",779
550,1550,조비,32003,"비료, 농약 및 살균, 살충제 제조업","5,192,239","25,961,195,000","5,000",원(KRW),02-3488-5853,서울특별시 서초구 효령로77길 28 동오빌딩 (서초동 1337-4),779
551,480,조선내화,32302,"내화, 비내화 요업제품 제조업","4,000,000","20,000,000,000","5,000",원(KRW),061-798-8114,전라남도 광양시 산업로 55,779
552,120030,조선선재,32509,기타 금속 가공제품 제조업,"1,257,651","628,825,500",500,원(KRW),054-289-8200,경상북도 포항시 남구 괴동로 43 (장흥동),779
553,18470,조일알미늄,32402,1차 비철금속 제조업,"69,600,000","34,800,000,000",500,원(KRW),053-856-5252,경상북도 경산시  진량읍 공단6로 98,779
554,2600,조흥,31007,기타 식품 제조업,"600,000","3,000,000,000","5,000",원(KRW),031-433-3883,경기도 안산시 단원구  시화로 38 (성곡동),779
555,185750,종근당,32102,의약품 제조업,"9,879,236","24,698,090,000","2,500",원(KRW),02-2194-0300,서울 서대문구 충정로3가 3가 368 종근당빌딩,779
556,63160,종근당바이오,32102,의약품 제조업,"5,229,489","13,073,722,500","2,500",원(KRW),02-2194-0555,서울특별시 서대문구  충정로 8,779
557,1630,종근당홀딩스,116409,기타 금융업,"5,009,861","12,524,652,500","2,500",원(KRW),02-6373-0600,서울특별시 서대문구  충정로 8 종근당빌딩,779
558,44380,주연테크,32603,컴퓨터 및 주변장치 제조업,"98,773,270","9,877,327,000",100,원(KRW),02-2122-1000,서울특별시 마포구 양화로 134 (서교동) 5층,779
559,13870,지엠비코리아,33003,자동차 신품 부품 제조업,"19,072,280","9,536,140,000",500,원(KRW),055-263-2131,경상남도 창원시 성산구  웅남로 618(성산동),779
560,71320,지역난방공사,43503,"증기, 냉·온수 및 공기조절 공급업","11,578,744","57,893,720,000","5,000",원(KRW),031-780-4114,경기도 성남시 분당구 분당로 368,779
561,10580,지코,33003,자동차 신품 부품 제조업,"50,521,414","25,260,707,000",500,원(KRW),041-529-7714,충청남도 아산시 도고면 도고면로 48-15 (주)지코,779
562,35000,지투알,137105,회사 본부 및 경영 컨설팅 서비스업,"16,567,409","17,571,493,000","1,000",원(KRW),02-705-2173,서울특별시 마포구  마포대로 155 LG마포B/D15F,779
563,88790,진도,74607,기타 전문 도매업,"12,447,744","6,223,872,000",500,원(KRW),02-850-8270,서울특별시 금천구  가산디지털1로 75,779
564,3780,진양산업,32202,플라스틱제품 제조업,"13,000,000","6,500,000,000",500,원(KRW),055-382-8981,경상남도 양산시  유산공단7길 42-1,779
565,10640,진양폴리우레탄,32001,기초 화학물질 제조업,"10,000,000","5,000,000,000",500,원(KRW),031-657-2545,경기 평택시 세교동 536-8번지,779
566,100250,진양홀딩스,116409,기타 금융업,"55,895,292","27,947,646,000",500,원(KRW),051-809-8813,부산광역시 부산진구 시민공원로 20번길 8(부암동) -,779
567,51630,진양화학,32202,플라스틱제품 제조업,"12,000,000","6,000,000,000",500,원(KRW),052-278-0700,울산광역시 남구  장생포로 93,779
568,272450,진에어,85101,항공 여객 운송업,"30,000,000","30,000,000,000","1,000",원(KRW),1600-6200,"서울특별시 강서구 공항대로 453, 3층",779
569,11000,진원생명과학,32102,의약품 제조업,"21,174,063","21,174,063,000","1,000",원(KRW),02-527-0600,서울특별시 강남구  테헤란로 223 큰길타워빌딩,779
570,2780,진흥기업,64102,토목 건설업,"145,353,082","73,252,554,000",500,원(KRW),02-772-1200,"인천광역시 연수구 컨벤시아대로 69 (송도동 , 송도밀레니엄 807호)",779
571,9310,참엔지니어링,32902,특수 목적용 기계 제조업,"49,189,958","25,019,977,500",500,원(KRW),031-330-8500,경기도 용인시 처인구  남사면 형제로 5,779
572,650,천일고속,84902,육상 여객 운송업,"1,429,220","7,146,100,000","5,000",원(KRW),051-254-9111,부산광역시 동구 중앙대로 168(초량동),779
573,12600,청호컴넷,32901,일반 목적용 기계 제조업,"8,376,352","41,881,760,000","5,000",원(KRW),02-3670-7700-2,서울특별시 강남구 도산대로 318,779
574,33250,체시스,33003,자동차 신품 부품 제조업,"24,000,000","12,000,000,000",500,원(KRW),053-851-8511,경상북도 경산시 진량읍 일연로 528,779
575,35720,카카오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","76,285,622","38,192,811,000",500,원(KRW),02-6718-1082,제주특별자치도 제주시 첨단로 242,779
576,6380,카프로,32001,기초 화학물질 제조업,"40,000,000","20,000,000,000",500,원(KRW),02-399-1200,서울특별시 중구 을지로 51 교원내외빌딩 14F,779
577,109070,컨버즈,31702,"골판지, 종이 상자 및 종이용기 제조업","11,581,418","5,790,709,000",500,원(KRW),070-4858-4652,경기도 용인시 처인구  이동면 백옥대로 563,779
578,29460,케이씨,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","13,554,044","6,777,022,000",500,원(KRW),031-670-8900,경기도 안성시  미양면 제2공단2길 39,779
579,2380,케이씨씨,32004,기타 화학제품 제조업,"10,556,513","56,434,870,000","5,000",원(KRW),02-3480-5000,서울특별시 서초구  사평대로 344 (주)케이씨씨 빌딩,779
580,281820,케이씨텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","19,839,340","9,919,670,000",500,원(KRW),031-670-8000,경기도 안성시 미양면 제2공단3길 30,779
581,9070,케이씨티시,84903,도로 화물 운송업,"30,000,000","15,000,000,000",500,원(KRW),02-310-0700,서울특별시 중구 남대문로 63 한진빌딩,779
582,145270,케이탑리츠,126801,부동산 임대 및 공급업,"44,212,673","44,212,673,000","1,000",원(KRW),02-783-5858,서울특별시 영등포구 국제금융로 70 미원빌딩 19층 1901호,779
583,30200,케이티,106102,전기 통신업,"261,111,808","1,564,498,835,000","5,000",원(KRW),031-727-0114,경기도 성남시 분당구 불정로 90 KT 본사,779
584,58860,케이티스,106309,기타 정보 서비스업,"34,802,000","17,401,000,000",500,원(KRW),02-3215-2054,서울특별시 영등포구 여의대로 14 케이티빌딩 10층,779
585,53210,케이티스카이라이프,106002,텔레비전 방송업,"47,821,966","119,554,915,000","2,500",원(KRW),02-2003-3000,"서울특별시 마포구 매봉산로 758층, 9층",779
586,33780,케이티앤지,31201,담배 제조업,"137,292,497","954,959,485,000","5,000",원(KRW),042-939-5000,대전광역시 대덕구 벚꽃길 71 주식회사 케이티앤지,779
587,7810,코리아써키트,32602,전자부품 제조업,"23,620,751","13,684,570,000",500,원(KRW),031-491-3061,경기도 안산시 단원구  강촌로139번길 9,779
588,152330,코리아오토글라스,32301,유리 및 유리제품 제조업,"20,000,000","100,000,000,000","5,000",원(KRW),044-860-5000,세종특별자치시  전의면 산단길 134,779
589,3690,코리안리,116502,재 보험업,"120,369,116","60,184,558,000",500,원(KRW),02-3702-6000,서울특별시 종로구  종로5길 68 (수송동) 코리안리빌딩,779
590,192820,코스맥스,32004,기타 화학제품 제조업,"10,049,509","5,024,754,500",500,원(KRW),031-359-0300,"경기도 화성시  향남읍 제약공단1길 27, 2길 46",779
591,44820,코스맥스비티아이,116409,기타 금융업,"9,603,921","4,801,960,500",500,원(KRW),031-789-3000,"경기도 성남시 분당구 판교로 255 에프-801(삼평동,판교이노밸리)",779
592,5070,코스모신소재,32004,기타 화학제품 제조업,"19,147,965","19,147,965,000","1,000",원(KRW),043-850-1114,충청북도 충주시 충주호수로 36 (목행동) 코스모신소재 주식회사,779
593,5420,코스모화학,32004,기타 화학제품 제조업,"15,462,039","77,310,195,000","5,000",원(KRW),052-231-6700,서울특별시 서초구  반포대로 43 코스모빌딩 5층,779
594,71950,코아스,33201,가구 제조업,"30,907,210","15,453,605,000",500,원(KRW),02-2692-2360,서울특별시 영등포구 선유로52길 17,779
595,2020,코오롱,116409,기타 금융업,"12,061,185","65,687,875,000","5,000",원(KRW),02-3677-3114,경기 과천시 별양동 1-23 코오롱타워,779
596,3070,코오롱글로벌,64102,토목 건설업,"25,210,438","127,616,205,000","5,000",원(KRW),02-3677-5114,경기도 과천시 코오롱로 11 코오롱타워,779
597,144620,코오롱머티리얼,32005,화학섬유 제조업,"45,000,000","45,000,000,000","1,000",원(KRW),02-3677-4286,경기도 과천시 코오롱로 11 코오롱타워 본관 8층,779
598,120110,코오롱인더,32005,화학섬유 제조업,"25,682,627","142,252,435,000","5,000",원(KRW),3677-3114,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워,779
599,138490,코오롱플라스틱,32002,합성고무 및 플라스틱 물질 제조업,"38,000,000","38,000,000,000","1,000",원(KRW),054-420-8371,경상북도 김천시  공단3길 64 (응명동),779
600,21240,코웨이,199609,그외 기타 개인 서비스업,"73,799,619","40,662,398,000",500,원(KRW),041-850-7811-5,충청남도 공주시 유구읍 유구마곡사로 136-23,779
601,31820,콤텍시스템,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","47,851,466","23,925,733,000",500,원(KRW),02-3289-0114,서울특별시 영등포구  가마산로 343,779
602,192400,쿠쿠홀딩스,32805,가정용 기기 제조업,"7,112,437","3,556,218,500",500,원(KRW),055-380-0734,경상남도 양산시 유산공단2길 14(교동),779
603,284740,쿠쿠홈시스,147602,개인 및 가정용품 임대업,"4,487,466","2,243,733,000",500,원(KRW),055-380-0734,경기도 시흥시 엠티브이북로 349(정왕동),779
604,15590,큐로,32901,일반 목적용 기계 제조업,"124,732,646","62,366,323,000",500,원(KRW),052-278-9000,울산광역시 남구  처용로 260-37,779
605,264900,크라운제과,31007,기타 식품 제조업,"12,523,850","2,659,482,000",200,원(KRW),02-791-9123,서울특별시 용산구 한강대로72길 3(남영동),779
606,5740,크라운해태홀딩스,116409,기타 금융업,"14,847,347","7,724,036,500",500,원(KRW),02-791-9123,서울특별시 용산구 한강대로72길 3,779
607,20120,키다리스튜디오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","15,832,549","7,916,274,500",500,원(KRW),02-6320-8500,서울특별시 마포구 독막로 311 재화스퀘어 12층,779
608,39490,키움증권,116601,금융 지원 서비스업,"22,099,740","110,498,700,000","5,000",원(KRW),02-3787-5000,"서울특별시 영등포구 여의나루로4길 18 여의도동,키움파이낸스스퀘어빌딩",779
609,12170,키위미디어그룹,74607,기타 전문 도매업,"174,760,318","89,101,329,000",500,원(KRW),02-769-4799,"서울특별시 강남구 언주로 729 8층(논현동, 마스터스빌딩)",779
610,15890,태경산업,32001,기초 화학물질 제조업,"29,228,750","14,614,375,000",500,원(KRW),031-206-0071,경기도 수원시 영통구  신원로 53 (신동),779
611,6890,태경화학,32001,기초 화학물질 제조업,"11,600,000","5,800,000,000",500,원(KRW),02-3661-8011,서울특별시 강서구  공항대로 467 (등촌동),779
612,3240,태광산업,32005,화학섬유 제조업,"1,113,400","5,567,000,000","5,000",원(KRW),02-3406-0300,서울특별시 중구  동호로 310 (장충동2가),779
613,11280,태림포장,31702,"골판지, 종이 상자 및 종이용기 제조업","70,805,940","35,402,970,000",500,원(KRW),031-499-3333,경기도 시흥시 공단1대로379번안길 74,779
614,4100,태양금속공업,33003,자동차 신품 부품 제조업,"36,700,000","20,000,000,000",500,원(KRW),031-490-5500,경기도 안산시 단원구  해봉로 212 (성곡동),779
615,9410,태영건설,64102,토목 건설업,"76,400,000","39,478,740,000",500,원(KRW),031-910-6999,경기도 고양시 일산동구 정발산로 24,779
616,1420,태원물산,33003,자동차 신품 부품 제조업,"7,600,000","3,800,000,000",500,원(KRW),02-555-4301,서울특별시 강남구 테헤란로86길 14 (대치동),779
617,7980,태평양물산,31401,봉제의복 제조업,"49,911,742","24,955,871,000",500,원(KRW),02-850-9000,서울특별시 구로구 디지털로31길 12 태평양물산,779
618,55490,테이팩스,32202,플라스틱제품 제조업,"4,717,650","3,771,825,000",500,원(KRW),031-8047-4100,경기도 화성시 양감면 초록로532번길 62-16,779
619,78000,텔코웨어,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,702,706","5,026,353,000",500,원(KRW),02 -2105-9800,서울특별시 서초구  법원로3길 20-7,779
620,214420,토니모리,32004,기타 화학제품 제조업,"17,640,000","3,528,000,000",200,원(KRW),02-591-3191,서울특별시 서초구 남부순환로 2557 토니모리 빌딩,779
621,140890,트러스제7호,126801,부동산 임대 및 공급업,"9,686,000","48,430,000,000","5,000",원(KRW),02-785-8920,서울특별시 양천구  목동동로 233-3,779
622,84870,티비에이치글로벌,31401,봉제의복 제조업,"20,856,819","10,428,409,500",500,원(KRW),02-2058-3800,서울특별시 강남구 봉은사로 456 베이직하우스빌딩(삼성동),779
623,19180,티에이치엔,32809,기타 전기장비 제조업,"18,000,000","9,000,000,000",500,원(KRW),053-583-3001,대구광역시 달서구 성서로71길 43,779
624,4870,티웨이홀딩스,32601,반도체 제조업,"70,959,464","35,479,732,000",500,원(KRW),02-2056-9800,"서울특별시 성동구 아차산로 153 7층(성수동2가, 예림출판문화센터)",779
625,5690,파미셀,32101,기초 의약물질 및 생물학적 제제 제조업,"59,858,950","29,929,475,000",500,원(KRW),02-3496-0114,"서울특별시 강남구 언주로 874 (신사동, 쌍봉빌딩 7층)",779
626,36580,팜스코,31006,"곡물가공품, 전분 및 전분제품 제조업","36,727,943","18,363,971,500",500,원(KRW),031-7207-114,경기도 안성시  미양면 제2공단4길 33,779
627,28670,팬오션,85001,해상 운송업,"534,545,414","534,545,414,000","1,000",원(KRW),02-316-5114,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주),779
628,10820,퍼스텍,32502,무기 및 총포탄 제조업,"46,764,840","23,382,420,000",500,원(KRW),055-212-1606,경상남도 창원시 성산구  남면로 485 퍼스텍(주),779
629,16800,퍼시스,33201,가구 제조업,"11,500,000","14,300,000,000","1,000",원(KRW),02-3400-6386,서울특별시 송파구 오금로 311 오금동,779
630,1020,페이퍼코리아,31701,"펄프, 종이 및 판지 제조업","54,216,966","27,108,483,000",500,원(KRW),063-440-5000,전라북도 군산시 외항로 1245 페이퍼코리아(주),779
631,90080,평화산업,33003,자동차 신품 부품 제조업,"37,403,844","18,701,922,000",500,원(KRW),053-610-7027,대구광역시 달성군 논공읍 논공로 597,779
632,10770,평화홀딩스,116409,기타 금융업,"14,625,466","7,312,733,000",500,원(KRW),053-610-8500,대구광역시 달성군  논공읍 논공로 597,779
633,5490,포스코,32401,1차 철강 제조업,"87,186,835","482,403,125,000","5,000",원(KRW),054-220-0114,경상북도 포항시 남구  동해안로 6261 (주) 포스코,779
634,58430,포스코강판,32401,1차 철강 제조업,"6,000,000","30,000,000,000","5,000",원(KRW),054-280-6114,경상북도 포항시 남구  철강로 173 포스코강판주식회사,779
635,47050,포스코대우,74601,상품 중개업,"123,375,149","616,875,745,000","5,000",원(KRW),02-759-2114,서울특별시 중구  통일로 10 연세재단세브란스빌딩,779
636,7630,폴루스바이오팜,32604,통신 및 방송 장비 제조업,"31,634,965","15,817,482,500",500,원(KRW),02-554-3377,서울특별시 강남구 테헤란로 142 아크플레이스(구. 캐피탈타워) 10층,779
637,17810,풀무원,116409,기타 금융업,"3,809,095","19,045,475,000","5,000",원(KRW),043-879-4500,충청북도 음성군 대소면 삼양로 730-27,779
638,103140,풍산,32402,1차 비철금속 제조업,"28,024,278","140,121,390,000","5,000",원(KRW),02-3406-5846,경기도 평택시  포승읍 평택항로156번길 134 (주)풍산,779
639,5810,풍산홀딩스,116409,기타 금융업,"7,835,167","45,175,835,000","5,000",원(KRW),02-2278-6700,인천광역시 계양구  아나지로 156 효성동 (주)풍산홀딩스,779
640,33180,필룩스,32602,전자부품 제조업,"53,603,932","26,951,966,000",500,원(KRW),070-7780-8000,경기도 양주시 광적면 광적로 235-48,779
641,86790,하나금융지주,116409,기타 금융업,"300,242,062","1,501,210,310,000","5,000",원(KRW),02-2002-1110,서울특별시 중구 을지로 66 (을지로 2가),779
644,39130,하나투어,147502,여행사 및 기타 여행보조 서비스업,"11,616,185","5,808,092,500",500,원(KRW),02-2127-1000,서울특별시 종로구 인사동5길 41 (주)하나투어,779
645,172580,하이골드12호,147601,운송장비 임대업,"13,044,500","65,222,500,000","5,000",원(KRW),02-2090-4625,제주특별자치도 제주시 연삼로 473 산업경제진흥원 (이도이동),779
646,153360,하이골드3호,147601,운송장비 임대업,"16,149,790","80,748,950,000","5,000",원(KRW),02-2090-4624,제주특별시자치도 제주시 연삼로 473 산업경제진흥원,779
647,159650,하이골드8호,147601,운송장비 임대업,"14,905,929","74,529,645,000","5,000",원(KRW),02-2090-4600,제주특별자치도 제주시 연삼로 473 산업경재진흥원 연삼로 473 산업경제진흥원(이도이동),779
648,71090,하이스틸,32401,1차 철강 제조업,"1,999,944","9,999,720,000","5,000",원(KRW),02-2273-2140,충청남도 당진시 송악읍 부곡공단4길 28-252,779
649,19490,하이트론씨스템즈,32605,영상 및 음향기기 제조업,"5,530,735","13,826,837,500","2,500",원(KRW),031-670-9100,경기도 안성시  삼죽면 서동대로 5953-85,779
650,80,하이트진로,31101,알코올음료 제조업,"70,133,611","368,818,745,000","5,000",원(KRW),02-3219-0114,서울특별시 강남구 영동대로 714,779
651,140,하이트진로홀딩스,116409,기타 금융업,"23,206,765","118,387,875,000","5,000",원(KRW),02-520-3112,서울특별시 강남구  영동대로 714,779
652,152550,한국ANKOR유전,116402,신탁업 및 집합투자업,"70,020,000","350,100,000,000",0,원(KRW),2180-0493,서울특별시 영등포구 은행로 3 여의도동,779
653,36460,한국가스공사,43502,연료용 가스 제조 및 배관공급업,"92,313,000","461,565,000,000","5,000",원(KRW),053-670-0114,대구광역시 동구 첨단로 120-,779
654,5430,한국공항,85209,기타 운송관련 서비스업,"3,166,355","15,831,775,000","5,000",원(KRW),02-2660-3114,서울특별시 강서구  양천로 13 (방화동) 한국공항(주),779
655,71050,한국금융지주,116409,기타 금융업,"55,725,992","307,921,215,000","5,000",원(KRW),02-3276-6400,서울특별시 영등포구  의사당대로 88,779
656,10040,한국내화,32302,"내화, 비내화 요업제품 제조업","22,863,632","11,431,816,000",500,원(KRW),041-359-2200,충청남도 당진시  송산면 무수들길 370,779
657,25540,한국단자공업,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,415,000","5,207,500,000",500,원(KRW),032-814-9981,인천광역시 연수구 갯벌로 38,779
658,4090,한국석유공업,32309,기타 비금속 광물제품 제조업,"655,200","3,276,000,000","5,000",원(KRW),02-799-3114,서울특별시 용산구  이촌로 166,779
